Text,Label
Patella links negativ.,0
"Oberschenkel beidseits, empfindlich.",1
"Condylus links, stärker.",1
Die Patella links ist ohne Druckschmerz.,0
Rhomboidei links positiv.,1
starker Druckschmerz in der Oberschenkel beidseits.,1
"Leiste beidseits, druckempfindlich.",1
Druckschmerz in der Leiste beidseits.,1
kein Druckschmerz in der Condylus links.,0
Rhomboidei links negativ.,0
Vastus medialis beidseits positiv.,1
leichter Druckschmerz in der Lendenregion beidseits.,1
"Bauchdecke links, stärker.",1
kein Druckschmerz in der Vastus medialis links.,0
starker Druckschmerz in der Rhomboidei rechts.,1
"Tibiakopf beidseits, stärker.",1
unauffällig in der Gluteus maximus links.,0
Die Lendenregion links zeigt keine Auffälligkeiten.,0
leichter Druckschmerz in der Oberschenkel rechts.,1
Rhomboidei rechts negativ.,0
leichter Druckschmerz in der Patella rechts.,1
unauffällig in der Rhomboidei beidseits.,0
"Patella beidseits, empfindlich.",1
Die Leiste beidseits ist unauffällig.,0
Die Leiste links zeigt keine Auffälligkeiten.,0
Condylus rechts positiv.,1
Druckschmerz in der Vastus medialis beidseits.,1
starker Druckschmerz in der Condylus rechts.,1
"Rhomboidei beidseits, druckempfindlich.",1
leichter Druckschmerz in der Patella links.,1
Die Condylus beidseits ist ohne Druckschmerz.,0
Druckschmerz in der Vastus medialis links.,1
Oberschenkel links positiv.,1
Die Oberschenkel rechts ist unauffällig.,0
"Rhomboidei rechts, druckempfindlich.",1
kein Druckschmerz in der Condylus rechts.,0
Die Condylus beidseits ist unauffällig.,0
kein Druckschmerz in der Rhomboidei rechts.,0
Druckschmerz in der Bauchdecke links.,1
Druckschmerz in der Leiste rechts.,1
starker Druckschmerz in der Tibiakopf links.,1
unauffällig in der Lendenregion links.,0
"Condylus beidseits, empfindlich.",1
Die Tibiakopf rechts scheint in Ordnung zu sein.,0
Die Bauchdecke beidseits scheint in Ordnung zu sein.,0
Druckschmerz in der Vastus medialis rechts.,1
starker Druckschmerz in der Gluteus maximus links.,1
Druckschmerz in der Gluteus maximus links.,1
"Vastus medialis links, stärker.",1
unauffällig in der Vastus medialis beidseits.,0
Rhomboidei links positiv.,1
unauffällig in der Tibiakopf links.,0
Gluteus maximus beidseits positiv.,1
"Patella links, empfindlich.",1
Oberschenkel rechts negativ.,0
Leiste links positiv.,1
Der Zustand der Bauchdecke links ist stabil.,0
"Leiste beidseits, druckempfindlich.",1
kein Druckschmerz in der Leiste links.,0
kein Druckschmerz in der Condylus beidseits.,0
Oberschenkel beidseits positiv.,1
"Tibiakopf links, druckempfindlich.",1
Lendenregion links positiv.,1
Die Condylus rechts zeigt keine Auffälligkeiten.,0
Die Bauchdecke links ist unauffällig.,0
Druckschmerz in der Condylus links.,1
"Patella beidseits, empfindlich.",1
leichter Druckschmerz in der Tibiakopf rechts.,1
Druckschmerz in der Leiste rechts.,1
starker Druckschmerz in der Rhomboidei links.,1
kein Druckschmerz in der Gluteus maximus rechts.,0
unauffällig in der Condylus beidseits.,0
Die Leiste rechts ist ohne Druckschmerz.,0
"Patella links, empfindlich.",1
kein Druckschmerz in der Tibiakopf beidseits.,0
Die Bauchdecke beidseits ist nicht schmerzhaft.,0
"Bauchdecke beidseits, auffällig.",1
Druckschmerz in der Oberschenkel links.,1
"Vastus medialis links, auffällig.",1
"Tibiakopf rechts, empfindlich.",1
Der Zustand der Vastus medialis beidseits ist normal.,0
kein Druckschmerz in der Lendenregion rechts.,0
kein Druckschmerz in der Gluteus maximus rechts.,0
"Tibiakopf rechts, auffällig.",1
Druckschmerz in der Tibiakopf rechts.,1
starker Druckschmerz in der Leiste beidseits.,1
kein Druckschmerz in der Oberschenkel rechts.,0
Die Condylus rechts ist ohne Druckschmerz.,0
Die Tibiakopf links ist nicht schmerzhaft.,0
"Condylus beidseits, auffällig.",1
Tibiakopf beidseits negativ.,0
Die Lendenregion beidseits ist ohne Druckschmerz.,0
"Oberschenkel beidseits, stärker.",1
unauffällig in der Bauchdecke links.,0
Die Bauchdecke rechts ist unauffällig.,0
Die Tibiakopf rechts zeigt keine Auffälligkeiten.,0
"Gluteus maximus beidseits, auffällig.",1
Die Leiste beidseits ist ohne Druckschmerz.,0
"Vastus medialis links, auffällig.",1
Oberschenkel links negativ.,0
leichter Druckschmerz in der Leiste beidseits.,1
Druckschmerz in der Tibiakopf rechts.,1
Die Lendenregion links ist unauffällig.,0
Druckschmerz in der Patella rechts.,1
starker Druckschmerz in der Oberschenkel beidseits.,1
"Oberschenkel beidseits, empfindlich.",1
unauffällig in der Bauchdecke rechts.,0
starker Druckschmerz in der Condylus links.,1
Die Gluteus maximus beidseits scheint in Ordnung zu sein.,0
kein Druckschmerz in der Bauchdecke rechts.,0
Druckschmerz in der Tibiakopf rechts.,1
Oberschenkel links positiv.,1
"Tibiakopf links, auffällig.",1
"Patella links, stärker.",1
starker Druckschmerz in der Vastus medialis beidseits.,1
leichter Druckschmerz in der Gluteus maximus links.,1
Die Bauchdecke beidseits ist unauffällig.,0
leichter Druckschmerz in der Rhomboidei rechts.,1
Die Vastus medialis links ist unauffällig.,0
starker Druckschmerz in der Oberschenkel rechts.,1
starker Druckschmerz in der Leiste links.,1
unauffällig in der Bauchdecke links.,0
"Rhomboidei links, auffällig.",1
"Vastus medialis beidseits, auffällig.",1
kein Druckschmerz in der Lendenregion rechts.,0
"Oberschenkel links, empfindlich.",1
Die Lendenregion links scheint in Ordnung zu sein.,0
"Vastus medialis links, druckempfindlich.",1
"Vastus medialis beidseits, druckempfindlich.",1
Die Vastus medialis rechts ist unauffällig.,0
Bauchdecke rechts negativ.,0
Druckschmerz in der Rhomboidei beidseits.,1
Die Patella links zeigt keine Auffälligkeiten.,0
Die Gluteus maximus links ist nicht schmerzhaft.,0
starker Druckschmerz in der Tibiakopf beidseits.,1
Rhomboidei links positiv.,1
Druckschmerz in der Leiste beidseits.,1
Die Gluteus maximus rechts ist nicht schmerzhaft.,0
"Oberschenkel rechts, druckempfindlich.",1
Druckschmerz in der Vastus medialis rechts.,1
"Oberschenkel rechts, empfindlich.",1
Leiste rechts negativ.,0
"Bauchdecke beidseits, stärker.",1
kein Druckschmerz in der Condylus beidseits.,0
Druckschmerz in der Lendenregion rechts.,1
"Vastus medialis links, auffällig.",1
Der Zustand der Vastus medialis beidseits funktioniert wie erwartet.,0
unauffällig in der Tibiakopf links.,0
"Leiste rechts, empfindlich.",1
starker Druckschmerz in der Leiste rechts.,1
Die Lendenregion links ist unauffällig.,0
Druckschmerz in der Rhomboidei beidseits.,1
Leiste links positiv.,1
Gluteus maximus rechts negativ.,0
"Condylus beidseits, auffällig.",1
Die Tibiakopf links scheint in Ordnung zu sein.,0
Rhomboidei links negativ.,0
"Condylus beidseits, stärker.",1
starker Druckschmerz in der Patella links.,1
unauffällig in der Rhomboidei beidseits.,0
"Condylus beidseits, stärker.",1
Die Vastus medialis rechts scheint in Ordnung zu sein.,0
"Bauchdecke links, auffällig.",1
kein Druckschmerz in der Oberschenkel rechts.,0
"Vastus medialis beidseits, auffällig.",1
starker Druckschmerz in der Oberschenkel beidseits.,1
"Lendenregion links, empfindlich.",1
leichter Druckschmerz in der Bauchdecke links.,1
kein Druckschmerz in der Vastus medialis links.,0
Die Oberschenkel beidseits zeigt keine Auffälligkeiten.,0
leichter Druckschmerz in der Rhomboidei beidseits.,1
Condylus rechts positiv.,1
Die Patella links ist nicht schmerzhaft.,0
leichter Druckschmerz in der Leiste rechts.,1
Druckschmerz in der Leiste links.,1
Die Condylus beidseits scheint in Ordnung zu sein.,0
kein Druckschmerz in der Leiste beidseits.,0
Druckschmerz in der Tibiakopf beidseits.,1
Die Patella rechts zeigt keine Auffälligkeiten.,0
"Oberschenkel beidseits, auffällig.",1
Druckschmerz in der Bauchdecke links.,1
leichter Druckschmerz in der Lendenregion links.,1
kein Druckschmerz in der Rhomboidei beidseits.,0
Druckschmerz in der Condylus beidseits.,1
"Condylus rechts, stärker.",1
"Oberschenkel beidseits, empfindlich.",1
Druckschmerz in der Patella beidseits.,1
unauffällig in der Oberschenkel beidseits.,0
Die Gluteus maximus links scheint in Ordnung zu sein.,0
kein Druckschmerz in der Patella rechts.,0
Die Rhomboidei beidseits ist nicht schmerzhaft.,0
"Tibiakopf beidseits, empfindlich.",1
Der Zustand der Gluteus maximus rechts ist stabil.,0
Die Oberschenkel beidseits scheint in Ordnung zu sein.,0
leichter Druckschmerz in der Condylus links.,1
"Lendenregion links, druckempfindlich.",1
unauffällig in der Lendenregion rechts.,0
Die Vastus medialis rechts ist nicht schmerzhaft.,0
Die Tibiakopf links scheint in Ordnung zu sein.,0
"Vastus medialis rechts, druckempfindlich.",1
"Tibiakopf rechts, stärker.",1
Leiste beidseits positiv.,1
unauffällig in der Gluteus maximus beidseits.,0
"Gluteus maximus beidseits, auffällig.",1
"Oberschenkel rechts, auffällig.",1
starker Druckschmerz in der Patella links.,1
Die Lendenregion beidseits ist unauffällig.,0
kein Druckschmerz in der Bauchdecke beidseits.,0
leichter Druckschmerz in der Rhomboidei rechts.,1
Condylus links positiv.,1
Der Zustand der Bauchdecke links kein Hinweis auf Pathologie.,0
"Gluteus maximus links, druckempfindlich.",1
kein Druckschmerz in der Gluteus maximus links.,0
Tibiakopf links positiv.,1
Druckschmerz in der Condylus beidseits.,1
Oberschenkel rechts negativ.,0
unauffällig in der Oberschenkel links.,0
"Condylus rechts, druckempfindlich.",1
unauffällig in der Leiste links.,0
unauffällig in der Lendenregion rechts.,0
starker Druckschmerz in der Bauchdecke beidseits.,1
Die Tibiakopf links ist unauffällig.,0
leichter Druckschmerz in der Rhomboidei beidseits.,1
"Lendenregion rechts, stärker.",1
kein Druckschmerz in der Leiste links.,0
Tibiakopf beidseits negativ.,0
starker Druckschmerz in der Bauchdecke rechts.,1
Die Leiste links zeigt keine Auffälligkeiten.,0
"Condylus rechts, stärker.",1
Die Gluteus maximus links scheint in Ordnung zu sein.,0
Die Bauchdecke rechts ist ohne Druckschmerz.,0
leichter Druckschmerz in der Patella beidseits.,1
"Rhomboidei beidseits, empfindlich.",1
starker Druckschmerz in der Patella beidseits.,1
Die Oberschenkel beidseits ist unauffällig.,0
"Leiste links, auffällig.",1
kein Druckschmerz in der Vastus medialis links.,0
"Vastus medialis links, stärker.",1
leichter Druckschmerz in der Rhomboidei links.,1
starker Druckschmerz in der Condylus beidseits.,1
Die Gluteus maximus links ist ohne Druckschmerz.,0
Die Vastus medialis rechts scheint in Ordnung zu sein.,0
leichter Druckschmerz in der Tibiakopf beidseits.,1
Die Oberschenkel rechts ist nicht schmerzhaft.,0
Vastus medialis beidseits positiv.,1
kein Druckschmerz in der Rhomboidei beidseits.,0
"Tibiakopf beidseits, empfindlich.",1
"Rhomboidei links, druckempfindlich.",1
"Lendenregion rechts, auffällig.",1
Die Rhomboidei beidseits ist unauffällig.,0
starker Druckschmerz in der Leiste beidseits.,1
Die Oberschenkel links scheint in Ordnung zu sein.,0
Die Lendenregion beidseits ist nicht schmerzhaft.,0
unauffällig in der Lendenregion beidseits.,0
"Tibiakopf beidseits, auffällig.",1
kein Druckschmerz in der Vastus medialis rechts.,0
kein Druckschmerz in der Vastus medialis rechts.,0
"Rhomboidei links, druckempfindlich.",1
unauffällig in der Leiste beidseits.,0
"Lendenregion beidseits, druckempfindlich.",1
leichter Druckschmerz in der Tibiakopf links.,1
"Vastus medialis links, auffällig.",1
unauffällig in der Rhomboidei rechts.,0
Die Leiste links ist ohne Druckschmerz.,0
Die Bauchdecke rechts scheint in Ordnung zu sein.,0
Druckschmerz in der Gluteus maximus links.,1
Die Vastus medialis rechts ist unauffällig.,0
"Rhomboidei beidseits, druckempfindlich.",1
Druckschmerz in der Patella links.,1
Die Condylus rechts ist nicht schmerzhaft.,0
"Bauchdecke links, auffällig.",1
starker Druckschmerz in der Oberschenkel beidseits.,1
unauffällig in der Leiste beidseits.,0
Die Rhomboidei rechts scheint in Ordnung zu sein.,0
"Oberschenkel beidseits, druckempfindlich.",1
kein Druckschmerz in der Gluteus maximus beidseits.,0
Patella beidseits positiv.,1
"Tibiakopf rechts, druckempfindlich.",1
starker Druckschmerz in der Bauchdecke beidseits.,1
Die Tibiakopf rechts ist unauffällig.,0
Die Gluteus maximus beidseits zeigt keine Auffälligkeiten.,0
unauffällig in der Oberschenkel links.,0
unauffällig in der Tibiakopf beidseits.,0
leichter Druckschmerz in der Patella links.,1
Die Tibiakopf rechts scheint in Ordnung zu sein.,0
"Tibiakopf rechts, auffällig.",1
"Tibiakopf beidseits, empfindlich.",1
Die Condylus rechts ist nicht schmerzhaft.,0
leichter Druckschmerz in der Leiste links.,1
unauffällig in der Vastus medialis beidseits.,0
Die Bauchdecke rechts ist unauffällig.,0
"Leiste links, auffällig.",1
Die Gluteus maximus links ist nicht schmerzhaft.,0
Die Condylus links ist nicht schmerzhaft.,0
Die Vastus medialis rechts ist unauffällig.,0
Patella links positiv.,1
Die Tibiakopf rechts ist unauffällig.,0
unauffällig in der Tibiakopf links.,0
starker Druckschmerz in der Rhomboidei links.,1
starker Druckschmerz in der Leiste beidseits.,1
"Oberschenkel rechts, empfindlich.",1
"Lendenregion links, empfindlich.",1
starker Druckschmerz in der Oberschenkel links.,1
Die Rhomboidei links zeigt keine Auffälligkeiten.,0
"Tibiakopf links, stärker.",1
Die Gluteus maximus links scheint in Ordnung zu sein.,0
Die Lendenregion rechts ist ohne Druckschmerz.,0
kein Druckschmerz in der Lendenregion rechts.,0
kein Druckschmerz in der Condylus links.,0
"Lendenregion rechts, druckempfindlich.",1
starker Druckschmerz in der Leiste beidseits.,1
starker Druckschmerz in der Tibiakopf rechts.,1
"Oberschenkel rechts, empfindlich.",1
"Gluteus maximus rechts, auffällig.",1
Der Zustand der Vastus medialis beidseits zeigt keine Auffälligkeiten.,0
Druckschmerz in der Condylus links.,1
leichter Druckschmerz in der Patella links.,1
leichter Druckschmerz in der Bauchdecke links.,1
leichter Druckschmerz in der Leiste links.,1
Lendenregion links positiv.,1
Lendenregion beidseits positiv.,1
Die Gluteus maximus links ist unauffällig.,0
Die Vastus medialis links ist nicht schmerzhaft.,0
Druckschmerz in der Gluteus maximus beidseits.,1
Oberschenkel rechts positiv.,1
Die Lendenregion rechts ist ohne Druckschmerz.,0
Der Zustand der Oberschenkel beidseits zeigt keine Auffälligkeiten.,0
"Oberschenkel rechts, stärker.",1
Druckschmerz in der Lendenregion links.,1
Oberschenkel beidseits positiv.,1
"Condylus links, stärker.",1
Gluteus maximus links positiv.,1
"Condylus links, auffällig.",1
Die Condylus rechts scheint in Ordnung zu sein.,0
"Lendenregion beidseits, stärker.",1
"Condylus beidseits, stärker.",1
unauffällig in der Vastus medialis links.,0
"Tibiakopf rechts, stärker.",1
Die Vastus medialis beidseits ist unauffällig.,0
Die Tibiakopf rechts zeigt keine Auffälligkeiten.,0
Der Zustand der Vastus medialis rechts ist normal.,0
Patella rechts positiv.,1
Die Leiste links ist nicht schmerzhaft.,0
unauffällig in der Tibiakopf rechts.,0
Druckschmerz in der Patella beidseits.,1
unauffällig in der Patella links.,0
"Oberschenkel beidseits, stärker.",1
unauffällig in der Gluteus maximus beidseits.,0
Der Zustand der Rhomboidei links kein Hinweis auf Pathologie.,0
leichter Druckschmerz in der Gluteus maximus rechts.,1
Druckschmerz in der Lendenregion beidseits.,1
Die Oberschenkel beidseits scheint in Ordnung zu sein.,0
Oberschenkel links negativ.,0
Die Gluteus maximus links zeigt keine Auffälligkeiten.,0
leichter Druckschmerz in der Tibiakopf rechts.,1
"Oberschenkel beidseits, empfindlich.",1
"Oberschenkel rechts, druckempfindlich.",1
Der Zustand der Rhomboidei beidseits funktioniert wie erwartet.,0
"Condylus beidseits, auffällig.",1
Die Bauchdecke rechts zeigt keine Auffälligkeiten.,0
"Lendenregion rechts, stärker.",1
"Oberschenkel beidseits, druckempfindlich.",1
"Oberschenkel beidseits, auffällig.",1
Die Leiste beidseits scheint in Ordnung zu sein.,0
Gluteus maximus beidseits negativ.,0
starker Druckschmerz in der Bauchdecke beidseits.,1
Die Bauchdecke beidseits ist nicht schmerzhaft.,0
"Condylus links, druckempfindlich.",1
unauffällig in der Gluteus maximus beidseits.,0
kein Druckschmerz in der Tibiakopf links.,0
Der Zustand der Gluteus maximus rechts ist normal.,0
Die Vastus medialis beidseits ist nicht schmerzhaft.,0
Die Vastus medialis links ist ohne Druckschmerz.,0
"Leiste links, druckempfindlich.",1
Die Lendenregion beidseits ist unauffällig.,0
leichter Druckschmerz in der Tibiakopf beidseits.,1
kein Druckschmerz in der Condylus links.,0
"Rhomboidei rechts, stärker.",1
"Rhomboidei links, empfindlich.",1
"Vastus medialis rechts, empfindlich.",1
"Lendenregion links, auffällig.",1
"Condylus rechts, stärker.",1
leichter Druckschmerz in der Tibiakopf beidseits.,1
kein Druckschmerz in der Rhomboidei beidseits.,0
"Rhomboidei links, druckempfindlich.",1
Der Zustand der Rhomboidei links ist stabil.,0
Oberschenkel rechts positiv.,1
Der Zustand der Vastus medialis links ist stabil.,0
kein Druckschmerz in der Bauchdecke beidseits.,0
kein Druckschmerz in der Lendenregion links.,0
Die Bauchdecke links scheint in Ordnung zu sein.,0
Druckschmerz in der Tibiakopf rechts.,1
Die Gluteus maximus beidseits ist nicht schmerzhaft.,0
Druckschmerz in der Condylus links.,1
"Condylus beidseits, stärker.",1
"Patella beidseits, auffällig.",1
Die Leiste links scheint in Ordnung zu sein.,0
leichter Druckschmerz in der Vastus medialis links.,1
Vastus medialis beidseits positiv.,1
leichter Druckschmerz in der Bauchdecke beidseits.,1
Die Condylus beidseits scheint in Ordnung zu sein.,0
"Patella links, druckempfindlich.",1
kein Druckschmerz in der Gluteus maximus rechts.,0
